Age (Ma),"k (""/y)"
632,68.52662932
633,68.59771824
634,68.66880716
635,68.73989608
636,68.810985
637,68.88207391
638,68.95316283
639,69.02425175
640,69.09534067
641,69.16642959
642,69.23751851
643,69.30860743
644,69.37969635
645,69.45078527
646,69.52187419
647,69.59296311
648,69.66405202
649,69.73514094
650,69.80622986
651,69.87731878
652,69.9484077
653,70.01949662
654,70.09058554
655,70.16167446
656,70.18081381
657,70.19995316
658,70.21909251
659,70.23823186
660,70.25737121
661,70.27651056
662,70.29564991
663,70.31478927
664,70.33392862
665,70.35306797
666,70.37220732
667,70.39134667
668,70.41048602
669,70.42962537
670,70.44876472
671,70.46790407
672,70.48704342
673,70.50618277
674,70.52532213
675,70.54446148
676,70.56360083
677,70.58274018
678,70.60187953
679,70.62101888
680,70.64015823
681,70.65929758
682,70.67843693
683,70.69757628
684,70.71671563
685,70.73585499
686,70.75499434
687,70.77413369
688,70.79327304
689,70.81241239
690,70.83155174
691,70.85069109
692,70.86983044
693,70.88896979
694,70.90810914
695,70.92724849
696,70.94638785
697,70.9655272
698,70.98466655
699,71.0038059
700,71.02294525
701,71.0420846
702,71.06122395
703,71.0803633
704,71.09950265
705,71.118642
706,71.13778135
707,71.1569207
708,71.17606006
709,71.19519941
710,71.21433876
711,71.23347811
712,71.25261746
713,71.27175681
714,71.29089616
715,71.31003551
716,71.32917486
717,71.34831421
718,71.36745356
719,71.38659292
720,71.40573227
721,71.42487162
722,71.44401097
723,71.46315032
724,71.48228967
725,71.50142902
726,71.52056837
727,71.53970772
728,71.55884707
729,71.57798642
730,71.59712578
731,71.61626513
732,71.63540448
733,71.65454383
734,71.67368318
735,71.69282253
736,71.71196188
737,71.73110123
738,71.75024058
739,71.76937993
740,71.78851928
741,71.80765864
742,71.82679799
743,71.84593734
744,71.86507669
745,71.88421604
746,71.90335539
747,71.92249474
748,71.94163409
749,71.96077344
750,71.97991279
751,71.99905214
752,72.0181915
753,72.03733085
754,72.0564702
755,72.07560955
756,72.0947489
757,72.11388825
758,72.1330276
759,72.15216695
760,72.1713063
761,72.19044565
762,72.209585
763,72.22872435
764,72.24786371
765,72.26700306
766,72.28614241
767,72.30528176
768,72.32442111
769,72.34356046
770,72.36269981
771,72.38183916
772,72.40097851
773,72.42011786
774,72.43925721
775,72.45839657
776,72.47753592
777,72.49667527
778,72.51581462
779,72.53495397
780,72.55409332
781,72.57323267
782,72.59237202
783,72.61151137
784,72.63065072
785,72.64979007
786,72.66892943
787,72.68806878
788,72.70720813
789,72.72634748
790,72.74548683
791,72.76462618
792,72.78376553
793,72.80290488
794,72.82204423
795,72.84118358
796,72.86032293
797,72.87946229
798,72.89860164
799,72.91774099
800,72.93688034
801,72.95601969
802,72.97515904
803,72.99429839
804,73.01343774
805,73.03257709
806,73.05171644
807,73.07085579
808,73.08999515
809,73.1091345
810,73.12827385
811,73.1474132
812,73.16655255
813,73.1856919
814,73.20483125
815,73.2239706
816,73.24310995
817,73.2622493
818,73.28138865
819,73.30052801
820,73.31966736
821,73.33880671
822,73.35794606
823,73.37708541
824,73.39622476
825,73.41536411
826,73.43450346
827,73.45364281
828,73.47278216
829,73.49192151
830,73.51106086
831,73.53020022
832,73.54933957
833,73.56847892
834,73.58761827
835,73.60675762
836,73.62589697
837,73.64503632
838,73.66417567
839,73.68331502
840,73.70245437
841,73.72159372
842,73.74073308
843,73.75987243
844,73.77901178
845,73.79815113
846,73.81729048
847,73.83642983
848,73.85556918
849,73.87470853
850,73.89384788
851,73.91298723
852,73.93212658
853,73.95126594
854,73.97040529
855,73.98954464
856,74.00868399
857,74.02782334
858,74.04696269
859,74.06610204
860,74.08524139
861,74.10438074
862,74.12352009
863,74.14265944
864,74.1617988
865,74.18093815
866,74.2000775
867,74.21921685
868,74.2383562
869,74.25749555
870,74.2766349
871,74.29577425
872,74.3149136
873,74.33405295
874,74.3531923
875,74.37233166
876,74.39147101
877,74.41061036
878,74.42974971
879,74.44888906
880,74.46802841
881,74.48716776
882,74.50630711
883,74.52544646
884,74.54458581
885,74.56372516
886,74.58286451
887,74.60200387
888,74.62114322
889,74.64028257
890,74.65942192
891,74.67856127
892,74.69770062
893,74.71683997
894,74.73597932
895,74.75511867
896,74.77425802
897,74.79339737
898,74.81253673
899,74.83167608
900,74.85081543
901,74.86995478
902,74.88909413
903,74.90823348
904,74.92737283
905,74.94651218
906,74.96565153
907,74.98479088
908,75.00393023
909,75.02306959
910,75.04220894
911,75.06134829
912,75.08048764
913,75.09962699
914,75.11876634
915,75.13790569
916,75.15704504
917,75.17618439
918,75.19532374
919,75.21446309
920,75.23360245
921,75.2527418
922,75.27188115
923,75.2910205
924,75.31015985
925,75.3292992
926,75.34843855
927,75.3675779
928,75.38671725
929,75.4058566
930,75.42499595
931,75.44413531
932,75.46327466
933,75.48241401
934,75.50155336
935,75.52069271
936,75.53983206
937,75.55897141
938,75.57811076
939,75.59725011
940,75.61638946
941,75.63552881
942,75.65466817
943,75.67380752
944,75.69294687
945,75.71208622
946,75.73122557
947,75.75036492
948,75.76950427
949,75.78864362
950,75.80778297
951,75.82692232
952,75.84606167
953,75.86520102
954,75.88434038
955,75.90347973
956,75.92261908
957,75.94175843
958,75.96089778
959,75.98003713
960,75.99917648
961,76.01831583
962,76.03745518
963,76.05659453
964,76.07573388
965,76.09487324
966,76.11401259
967,76.13315194
968,76.15229129
969,76.17143064
970,76.19056999
971,76.20970934
972,76.22884869
973,76.24798804
974,76.26712739
975,76.28626674
976,76.3054061
977,76.32454545
978,76.3436848
979,76.36282415
980,76.3819635
981,76.40110285
982,76.4202422
983,76.43938155
984,76.4585209
985,76.47766025
986,76.4967996
987,76.51593896
988,76.53507831
989,76.55421766
990,76.57335701
991,76.59249636
992,76.61163571
993,76.63077506
994,76.64991441
995,76.66905376
996,76.68819311
997,76.70733246
998,76.72647182
999,76.74561117
1000,76.76475052
1001,76.78388987
1002,76.80302922
1003,76.82216857
1004,76.84130792
1005,76.86044727
1006,76.87958662
1007,76.89872597
1008,76.91786532
1009,76.93700467
1010,76.95614403
1011,76.97528338
1012,76.99442273
1013,77.01356208
1014,77.03270143
1015,77.05184078
1016,77.07098013
1017,77.09011948
1018,77.10925883
1019,77.12839818
1020,77.14753753
1021,77.16667689
1022,77.18581624
1023,77.20495559
1024,77.22409494
1025,77.24323429
1026,77.26237364
1027,77.28151299
1028,77.30065234
1029,77.31979169
1030,77.33893104
1031,77.35807039
1032,77.37720975
1033,77.3963491
1034,77.41548845
1035,77.4346278
1036,77.45376715
1037,77.4729065
1038,77.49204585
1039,77.5111852
1040,77.53032455
1041,77.5494639
1042,77.56860325
1043,77.58774261
1044,77.60688196
1045,77.62602131
1046,77.64516066
1047,77.66430001
1048,77.68343936
1049,77.70257871
1050,77.72171806
1051,77.74085741
1052,77.75999676
1053,77.77913611
1054,77.79827547
1055,77.81741482
1056,77.83655417
1057,77.85569352
1058,77.87483287
1059,77.89397222
1060,77.91311157
1061,77.93225092
1062,77.95139027
1063,77.97052962
1064,77.98966897
1065,78.00880833
1066,78.02794768
1067,78.04708703
1068,78.06622638
1069,78.08536573
1070,78.10450508
1071,78.12364443
1072,78.14278378
1073,78.16192313
1074,78.18106248
1075,78.20020183
1076,78.21934118
1077,78.23848054
1078,78.25761989
1079,78.27675924
1080,78.29589859
1081,78.31503794
1082,78.33417729
1083,78.35331664
1084,78.37245599
1085,78.39159534
1086,78.41073469
1087,78.42987404
1088,78.4490134
1089,78.46815275
1090,78.4872921
1091,78.50643145
1092,78.5255708
1093,78.54471015
1094,78.5638495
1095,78.58298885
1096,78.6021282
1097,78.62126755
1098,78.6404069
1099,78.65954626
1100,78.67868561
1101,78.69782496
1102,78.71696431
1103,78.73610366
1104,78.75524301
1105,78.77438236
1106,78.79352171
1107,78.81266106
1108,78.83180041
1109,78.85093976
1110,78.87007912
1111,78.88921847
1112,78.90835782
1113,78.92749717
1114,78.94663652
1115,78.96577587
1116,78.98491522
1117,79.00405457
1118,79.02319392
1119,79.04233327
1120,79.06147262
1121,79.08061198
1122,79.09975133
1123,79.11889068
1124,79.13803003
1125,79.15716938
1126,79.17630873
1127,79.19544808
1128,79.21458743
1129,79.23372678
1130,79.25286613
1131,79.27200548
1132,79.29114484
1133,79.31028419
1134,79.32942354
1135,79.34856289
1136,79.36770224
1137,79.38684159
1138,79.40598094
1139,79.42512029
1140,79.44425964
1141,79.46339899
1142,79.48253834
1143,79.50167769
1144,79.52081705
1145,79.5399564
1146,79.55909575
1147,79.5782351
1148,79.59737445
1149,79.6165138
1150,79.63565315
1151,79.6547925
1152,79.67393185
1153,79.6930712
1154,79.71221055
1155,79.73134991
1156,79.75048926
1157,79.76962861
1158,79.78876796
1159,79.80790731
1160,79.82704666
1161,79.84618601
1162,79.86532536
1163,79.88446471
1164,79.90360406
1165,79.92274341
1166,79.94188277
1167,79.96102212
1168,79.98016147
1169,79.99930082
1170,80.01844017
1171,80.03757952
1172,80.05671887
1173,80.07585822
1174,80.09499757
1175,80.11413692
1176,80.13327627
1177,80.15241563
1178,80.17155498
1179,80.19069433
1180,80.20983368
1181,80.22897303
1182,80.24811238
1183,80.26725173
1184,80.28639108
1185,80.30553043
1186,80.32466978
1187,80.34380913
1188,80.36294849
1189,80.38208784
1190,80.40122719
1191,80.42036654
1192,80.43950589
1193,80.45864524
1194,80.47778459
1195,80.49692394
1196,80.51606329
1197,80.53520264
1198,80.55434199
1199,80.57348134
1200,80.5926207
1201,80.61176005
1202,80.6308994
1203,80.65003875
1204,80.6691781
1205,80.68831745
1206,80.7074568
1207,80.72659615
1208,80.7457355
1209,80.76487485
1210,80.7840142
1211,80.80315356
1212,80.82229291
1213,80.84143226
1214,80.86057161
1215,80.87971096
1216,80.89885031
1217,80.91798966
1218,80.93712901
1219,80.95626836
1220,80.97540771
1221,80.99454706
1222,81.01368642
1223,81.03282577
1224,81.05196512
1225,81.07110447
1226,81.09024382
1227,81.10938317
1228,81.12852252
1229,81.14766187
1230,81.16680122
1231,81.18594057
1232,81.20507992
1233,81.22421928
1234,81.24335863
1235,81.26249798
1236,81.28163733
1237,81.30077668
1238,81.31991603
1239,81.33905538
1240,81.35819473
1241,81.37733408
1242,81.39647343
1243,81.41561278
1244,81.43475214
1245,81.45389149
1246,81.47303084
1247,81.49217019
1248,81.51130954
1249,81.53044889
1250,81.54958824
1251,81.56872759
1252,81.58786694
1253,81.60700629
1254,81.62614564
1255,81.645285
1256,81.66442435
1257,81.6835637
1258,81.70270305
1259,81.7218424
1260,81.74098175
1261,81.7601211
1262,81.77926045
1263,81.7983998
1264,81.81753915
1265,81.8366785
1266,81.85581785
1267,81.87495721
1268,81.89409656
1269,81.91323591
1270,81.93237526
1271,81.95151461
1272,81.97065396
1273,81.98979331
1274,82.00893266
1275,82.02807201
1276,82.04721136
1277,82.06635071
1278,82.08549007
1279,82.10462942
1280,82.12376877
1281,82.14290812
1282,82.16204747
1283,82.18118682
1284,82.20032617
1285,82.21946552
1286,82.23860487
1287,82.25774422
1288,82.27688357
1289,82.29602293
1290,82.31516228
1291,82.33430163
1292,82.35344098
1293,82.37258033
1294,82.39171968
1295,82.41085903
1296,82.42999838
1297,82.44913773
1298,82.46827708
1299,82.48741643
1300,82.50655579
1301,82.52569514
1302,82.54483449
1303,82.56397384
1304,82.58311319
1305,82.60225254
1306,82.62139189
1307,82.64053124
1308,82.65967059
1309,82.67880994
1310,82.69794929
1311,82.71708865
1312,82.736228
1313,82.75536735
1314,82.7745067
1315,82.79364605
1316,82.8127854
1317,82.83192475
1318,82.8510641
1319,82.87020345
1320,82.8893428
1321,82.90848215
1322,82.9276215
1323,82.94676086
1324,82.96590021
1325,82.98503956
1326,83.00417891
1327,83.02331826
1328,83.04245761
1329,83.06159696
1330,83.08073631
1331,83.09987566
1332,83.11901501
1333,83.13815436
1334,83.15729372
1335,83.17643307
1336,83.19557242
1337,83.21471177
1338,83.23385112
1339,83.25299047
1340,83.27212982
1341,83.29126917
1342,83.31040852
1343,83.32954787
1344,83.34868722
1345,83.36782658
1346,83.38696593
1347,83.40610528
1348,83.42524463
1349,83.44438398
1350,83.46352333
1351,83.48266268
1352,83.50180203
1353,83.52094138
1354,83.54008073
1355,83.55922008
1356,83.57835944
1357,83.59749879
1358,83.61663814
1359,83.63577749
1360,83.65491684
1361,83.67405619
1362,83.69319554
1363,83.71233489
1364,83.73147424
1365,83.75061359
1366,83.76975294
1367,83.7888923
1368,83.80803165
1369,83.827171
1370,83.84631035
1371,83.8654497
1372,83.88458905
1373,83.9037284
1374,83.92286775
1375,83.9420071
1376,83.96114645
1377,83.9802858
1378,83.99942516
1379,84.01856451
1380,84.03770386
1381,84.05684321
1382,84.07598256
1383,84.09512191
1384,84.11426126
1385,84.13340061
1386,84.15253996
1387,84.17167931
1388,84.19081866
1389,84.20995801
1390,84.22909737
1391,84.24823672
1392,84.26737607
1393,84.28651542
1394,84.30565477
1395,84.32479412
1396,84.34393347
1397,84.36307282
1398,84.38221217
1399,84.40135152
1400,84.42049087
1401,84.43963023
1402,84.45876958
1403,84.47790893
1404,84.49704828
1405,84.51618763
1406,84.53532698
1407,84.55446633
1408,84.57360568
1409,84.59274503
1410,84.61188438
1411,84.63102373
1412,84.65016309
1413,84.66930244
1414,84.68844179
1415,84.70758114
1416,84.72672049
1417,84.74585984
1418,84.76499919
1419,84.78413854
1420,84.80327789
1421,84.82241724
1422,84.84155659
1423,84.86069595
1424,84.8798353
1425,84.89897465
1426,84.918114
1427,84.93725335
1428,84.9563927
1429,84.97553205
1430,84.9946714
1431,85.01381075
1432,85.0329501
1433,85.05208945
1434,85.07122881
1435,85.09036816
1436,85.10950751
1437,85.12864686
1438,85.14778621
1439,85.16692556
1440,85.18606491
1441,85.20520426
1442,85.22434361
1443,85.24348296
1444,85.26262231
1445,85.28176167
1446,85.30090102
1447,85.32004037
1448,85.33917972
1449,85.35831907
1450,85.37745842
1451,85.39659777
1452,85.41573712
1453,85.43487647
1454,85.45401582
1455,85.47315517
1456,85.49229452
1457,85.51143388
1458,85.53057323
1459,85.54971258
1460,85.56885193
1461,85.58799128
1462,85.60713063
1463,85.62626998
1464,85.64540933
1465,85.66454868
1466,85.68368803
1467,85.70282738
1468,85.72196674
1469,85.74110609
1470,85.76024544
1471,85.77938479
1472,85.79852414
1473,85.81766349
1474,85.83680284
1475,85.85594219
1476,85.87508154
1477,85.89422089
1478,85.91336024
1479,85.9324996
1480,85.95163895
1481,85.9707783
1482,85.98991765
1483,86.009057
1484,86.02819635
1485,86.0473357
1486,86.06647505
1487,86.0856144
1488,86.10475375
1489,86.1238931
1490,86.14303246
1491,86.16217181
1492,86.18131116
1493,86.20045051
1494,86.21958986
1495,86.23872921
1496,86.25786856
1497,86.27700791
1498,86.29614726
1499,86.31528661
1500,86.33442596
1501,86.35356532
1502,86.37270467
1503,86.39184402
1504,86.41098337
1505,86.43012272
1506,86.44926207
1507,86.46840142
1508,86.48754077
1509,86.50668012
1510,86.52581947
1511,86.54495882
1512,86.56409817
1513,86.58323753
1514,86.60237688
1515,86.62151623
1516,86.64065558
1517,86.65979493
1518,86.67893428
1519,86.69807363
1520,86.71721298
1521,86.73635233
1522,86.75549168
1523,86.77463103
1524,86.79377039
1525,86.81290974
1526,86.83204909
1527,86.85118844
1528,86.87032779
1529,86.88946714
1530,86.90860649
1531,86.92774584
1532,86.94688519
1533,86.96602454
1534,86.98516389
1535,87.00430325
1536,87.0234426
1537,87.04258195
1538,87.0617213
1539,87.08086065
1540,87.1
1541,87.11913935
1542,87.1382787
1543,87.15741805
1544,87.1765574
1545,87.19569675
1546,87.21483611
1547,87.23397546
1548,87.25311481
1549,87.27225416
1550,87.29139351
1551,87.31053286
1552,87.32967221
1553,87.34881156
1554,87.36795091
1555,87.38709026
1556,87.40622961
1557,87.42536897
1558,87.44450832
1559,87.46364767
1560,87.48278702
1561,87.50192637
1562,87.52106572
1563,87.54020507
1564,87.55934442
1565,87.57848377
1566,87.59762312
1567,87.61676247
1568,87.63590183
1569,87.65504118
1570,87.67418053
1571,87.69331988
1572,87.71245923
1573,87.73159858
1574,87.75073793
1575,87.76987728
1576,87.78901663
1577,87.80815598
1578,87.82729533
1579,87.84643468
1580,87.86557404
1581,87.88471339
1582,87.90385274
1583,87.92299209
1584,87.94213144
1585,87.96127079
1586,87.98041014
1587,87.99954949
1588,88.01868884
1589,88.03782819
1590,88.05696754
1591,88.0761069
1592,88.09524625
1593,88.1143856
1594,88.13352495
1595,88.1526643
1596,88.17180365
1597,88.190943
1598,88.21008235
1599,88.2292217
1600,88.24836105
1601,88.2675004
1602,88.28663976
1603,88.30577911
1604,88.32491846
1605,88.34405781
1606,88.36319716
1607,88.38233651
1608,88.40147586
1609,88.42061521
1610,88.43975456
1611,88.45889391
1612,88.47803326
1613,88.49717262
1614,88.51631197
1615,88.53545132
1616,88.55459067
1617,88.57373002
1618,88.59286937
1619,88.61200872
1620,88.63114807
1621,88.65028742
1622,88.66942677
1623,88.68856612
1624,88.70770548
1625,88.72684483
1626,88.74598418
1627,88.76512353
1628,88.78426288
1629,88.80340223
1630,88.82254158
1631,88.84168093
1632,88.86082028
1633,88.87995963
1634,88.89909898
1635,88.91823833
1636,88.93737769
1637,88.95651704
1638,88.97565639
1639,88.99479574
1640,89.01393509
1641,89.03307444
1642,89.05221379
1643,89.07135314
1644,89.09049249
1645,89.10963184
1646,89.12877119
1647,89.14791055
1648,89.1670499
1649,89.18618925
1650,89.2053286
1651,89.22446795
1652,89.2436073
1653,89.26274665
1654,89.281886
1655,89.30102535
1656,89.3201647
1657,89.33930405
1658,89.35844341
1659,89.37758276
1660,89.39672211
1661,89.41586146
1662,89.43500081
