Age (Ma),"k (""/y)"
1663,89.45414016
1664,89.47327951
1665,89.49241886
1666,89.51155821
1667,89.53069756
1668,89.54983691
1669,89.56897627
1670,89.58811562
1671,89.60725497
1672,89.62639432
1673,89.64553367
1674,89.66467302
1675,89.68381237
1676,89.70295172
1677,89.72209107
1678,89.74123042
1679,89.76036977
1680,89.77950913
1681,89.79864848
1682,89.81778783
1683,89.83692718
1684,89.85606653
1685,89.87520588
1686,89.89434523
1687,89.91348458
1688,89.93262393
1689,89.95176328
1690,89.97090263
1691,89.99004199
1692,90.00918134
1693,90.02832069
1694,90.04746004
1695,90.06659939
1696,90.08573874
1697,90.10487809
1698,90.12401744
1699,90.14315679
1700,90.16229614
1701,90.18143549
1702,90.20057484
1703,90.2197142
1704,90.23885355
1705,90.2579929
1706,90.27713225
1707,90.2962716
1708,90.31541095
1709,90.3345503
1710,90.35368965
1711,90.372829
1712,90.39196835
1713,90.4111077
1714,90.43024706
1715,90.44938641
1716,90.46852576
1717,90.48766511
1718,90.50680446
1719,90.52594381
1720,90.54508316
1721,90.56422251
1722,90.58336186
1723,90.60250121
1724,90.62164056
1725,90.64077992
1726,90.65991927
1727,90.67905862
1728,90.69819797
1729,90.71733732
1730,90.73647667
1731,90.75561602
1732,90.77475537
1733,90.79389472
1734,90.81303407
1735,90.83217342
1736,90.85131278
1737,90.87045213
1738,90.88959148
1739,90.90873083
1740,90.92787018
1741,90.94700953
1742,90.96614888
1743,90.98528823
1744,91.00442758
1745,91.02356693
1746,91.04270628
1747,91.06184564
1748,91.08098499
1749,91.10012434
1750,91.11926369
1751,91.13840304
1752,91.15754239
1753,91.17668174
1754,91.19582109
1755,91.21496044
1756,91.23409979
1757,91.25323914
1758,91.2723785
1759,91.29151785
1760,91.3106572
1761,91.32979655
1762,91.3489359
1763,91.36807525
1764,91.3872146
1765,91.40635395
1766,91.4254933
1767,91.44463265
1768,91.463772
1769,91.48291135
1770,91.50205071
1771,91.52119006
1772,91.54032941
1773,91.55946876
1774,91.57860811
1775,91.59774746
1776,91.61688681
1777,91.63602616
1778,91.65516551
1779,91.67430486
1780,91.69344421
1781,91.71258357
1782,91.73172292
1783,91.75086227
1784,91.77000162
1785,91.78914097
1786,91.80828032
1787,91.82741967
1788,91.84655902
1789,91.86569837
1790,91.88483772
1791,91.90397707
1792,91.92311643
1793,91.94225578
1794,91.96139513
1795,91.98053448
1796,91.99967383
1797,92.01881318
1798,92.03795253
1799,92.05709188
1800,92.07623123
1801,92.09537058
1802,92.11450993
1803,92.13364929
1804,92.15278864
1805,92.17192799
1806,92.19106734
1807,92.21020669
1808,92.22934604
1809,92.24848539
1810,92.26762474
1811,92.28676409
1812,92.30590344
1813,92.32504279
1814,92.34418215
1815,92.3633215
1816,92.38246085
1817,92.4016002
1818,92.42073955
1819,92.4398789
1820,92.45901825
1821,92.4781576
1822,92.49729695
1823,92.5164363
1824,92.53557565
1825,92.554715
1826,92.57385436
1827,92.59299371
1828,92.61213306
1829,92.63127241
1830,92.65041176
1831,92.66955111
1832,92.68869046
1833,92.70782981
1834,92.72696916
1835,92.74610851
1836,92.76524786
1837,92.78438722
1838,92.80352657
1839,92.82266592
1840,92.84180527
1841,92.86094462
1842,92.88008397
1843,92.89922332
1844,92.91836267
1845,92.93750202
1846,92.95664137
1847,92.97578072
1848,92.99492008
1849,93.01405943
1850,93.03319878
1851,93.05233813
1852,93.07147748
1853,93.09061683
1854,93.10975618
1855,93.12889553
1856,93.14803488
1857,93.16717423
1858,93.18631358
1859,93.20545294
1860,93.22459229
1861,93.24373164
1862,93.26287099
1863,93.28201034
1864,93.30114969
1865,93.32028904
1866,93.33942839
1867,93.35856774
1868,93.37770709
1869,93.39684644
1870,93.4159858
1871,93.43512515
1872,93.4542645
1873,93.47340385
1874,93.4925432
1875,93.51168255
1876,93.5308219
1877,93.54996125
1878,93.5691006
1879,93.58823995
1880,93.6073793
1881,93.62651866
1882,93.64565801
1883,93.66479736
1884,93.68393671
1885,93.70307606
1886,93.72221541
1887,93.74135476
1888,93.76049411
1889,93.77963346
1890,93.79877281
1891,93.81791216
1892,93.83705151
1893,93.85619087
1894,93.87533022
1895,93.89446957
1896,93.91360892
1897,93.93274827
1898,93.95188762
1899,93.97102697
1900,93.99016632
1901,94.00930567
1902,94.02844502
1903,94.04758437
1904,94.06672373
1905,94.08586308
1906,94.10500243
1907,94.12414178
1908,94.14328113
1909,94.16242048
1910,94.18155983
1911,94.20069918
1912,94.21983853
1913,94.23897788
1914,94.25811723
1915,94.27725659
1916,94.29639594
1917,94.31553529
1918,94.33467464
1919,94.35381399
1920,94.37295334
1921,94.39209269
1922,94.41123204
1923,94.43037139
1924,94.44951074
1925,94.46865009
1926,94.48778945
1927,94.5069288
1928,94.52606815
1929,94.5452075
1930,94.56434685
1931,94.5834862
1932,94.60262555
1933,94.6217649
1934,94.64090425
1935,94.6600436
1936,94.67918295
1937,94.69832231
1938,94.71746166
1939,94.73660101
1940,94.75574036
1941,94.77487971
1942,94.79401906
1943,94.81315841
1944,94.83229776
1945,94.85143711
1946,94.87057646
1947,94.88971581
1948,94.90885516
1949,94.92799452
1950,94.94713387
1951,94.96627322
1952,94.98541257
1953,95.00455192
1954,95.02369127
1955,95.04283062
1956,95.06196997
1957,95.08110932
1958,95.10024867
1959,95.11938802
1960,95.13852738
1961,95.15766673
1962,95.17680608
1963,95.19594543
1964,95.21508478
1965,95.23422413
1966,95.25336348
1967,95.27250283
1968,95.29164218
1969,95.31078153
1970,95.32992088
1971,95.34906024
1972,95.36819959
1973,95.38733894
1974,95.40647829
1975,95.42561764
1976,95.44475699
1977,95.46389634
1978,95.48303569
1979,95.50217504
1980,95.52131439
1981,95.54045374
1982,95.5595931
1983,95.57873245
1984,95.5978718
1985,95.61701115
1986,95.6361505
1987,95.65528985
1988,95.6744292
1989,95.69356855
1990,95.7127079
1991,95.73184725
1992,95.7509866
1993,95.77012596
1994,95.78926531
1995,95.80840466
1996,95.82754401
1997,95.84668336
1998,95.86582271
1999,95.88496206
2000,95.90410141
2001,95.92324076
2002,95.94238011
2003,95.96151946
2004,95.98065882
2005,95.99979817
2006,96.01893752
2007,96.03807687
2008,96.05721622
2009,96.07635557
2010,96.09549492
2011,96.11463427
2012,96.13377362
2013,96.15291297
2014,96.17205232
2015,96.19119167
2016,96.21033103
2017,96.22947038
2018,96.24860973
2019,96.26774908
2020,96.28688843
2021,96.30602778
2022,96.32516713
2023,96.34430648
2024,96.36344583
2025,96.38258518
2026,96.40172453
2027,96.42086389
2028,96.44000324
2029,96.45914259
2030,96.47828194
2031,96.49742129
2032,96.51656064
2033,96.53569999
2034,96.55483934
2035,96.57397869
2036,96.59311804
2037,96.61225739
2038,96.63139675
2039,96.6505361
2040,96.66967545
2041,96.6888148
2042,96.70795415
2043,96.7270935
2044,96.74623285
2045,96.7653722
2046,96.78451155
2047,96.8036509
2048,96.82279025
2049,96.84192961
2050,96.86106896
2051,96.88020831
2052,96.89934766
2053,96.91848701
2054,96.93762636
2055,96.95676571
2056,96.97590506
2057,96.99504441
2058,97.01418376
2059,97.03332311
2060,97.05246247
2061,97.07160182
2062,97.09074117
2063,97.10988052
2064,97.12901987
2065,97.14815922
2066,97.16729857
2067,97.18643792
2068,97.20557727
2069,97.22471662
2070,97.24385597
2071,97.26299533
2072,97.28213468
2073,97.30127403
2074,97.32041338
2075,97.33955273
2076,97.35869208
2077,97.37783143
2078,97.39697078
2079,97.41611013
2080,97.43524948
2081,97.45438883
2082,97.47352818
2083,97.49266754
2084,97.51180689
2085,97.53094624
2086,97.55008559
2087,97.56922494
2088,97.58836429
2089,97.60750364
2090,97.62664299
2091,97.64578234
2092,97.66492169
2093,97.68406104
2094,97.7032004
2095,97.72233975
2096,97.7414791
2097,97.76061845
2098,97.7797578
2099,97.79889715
2100,97.8180365
2101,97.83717585
2102,97.8563152
2103,97.87545455
2104,97.8945939
2105,97.91373326
2106,97.93287261
2107,97.95201196
2108,97.97115131
2109,97.99029066
2110,98.00943001
2111,98.02856936
2112,98.04770871
2113,98.06684806
2114,98.08598741
2115,98.10512676
2116,98.12426612
2117,98.14340547
2118,98.16254482
2119,98.18168417
2120,98.20082352
2121,98.21996287
2122,98.23910222
2123,98.25824157
2124,98.27738092
2125,98.29652027
2126,98.31565962
2127,98.33479898
2128,98.35393833
2129,98.37307768
2130,98.39221703
2131,98.41135638
2132,98.43049573
2133,98.44963508
2134,98.46877443
2135,98.48791378
2136,98.50705313
2137,98.52619248
2138,98.54533183
2139,98.56447119
2140,98.58361054
2141,98.60274989
2142,98.62188924
2143,98.64102859
2144,98.66016794
2145,98.67930729
2146,98.69844664
2147,98.71758599
2148,98.73672534
2149,98.75586469
2150,98.77500405
2151,98.7941434
2152,98.81328275
2153,98.8324221
2154,98.85156145
2155,98.8707008
2156,98.88984015
2157,98.9089795
2158,98.92811885
2159,98.9472582
2160,98.96639755
2161,98.98553691
2162,99.00467626
2163,99.02381561
2164,99.04295496
2165,99.06209431
2166,99.08123366
2167,99.10037301
2168,99.11951236
2169,99.13865171
2170,99.15779106
2171,99.17693041
2172,99.19606977
2173,99.21520912
2174,99.23434847
2175,99.25348782
2176,99.27262717
2177,99.29176652
2178,99.31090587
2179,99.33004522
2180,99.34918457
2181,99.36832392
2182,99.38746327
2183,99.40660263
2184,99.42574198
2185,99.44488133
2186,99.46402068
2187,99.48316003
2188,99.50229938
2189,99.52143873
2190,99.54057808
2191,99.55971743
2192,99.57885678
2193,99.59799613
2194,99.61713549
2195,99.63627484
2196,99.65541419
2197,99.67455354
2198,99.69369289
2199,99.71283224
2200,99.73197159
2201,99.75111094
2202,99.77025029
2203,99.78938964
2204,99.80852899
2205,99.82766834
2206,99.8468077
2207,99.86594705
2208,99.8850864
2209,99.90422575
2210,99.9233651
2211,99.94250445
2212,99.9616438
2213,99.98078315
2214,99.9999225
2215,100.0190619
2216,100.0382012
2217,100.0573406
2218,100.0764799
2219,100.0956193
2220,100.1147586
2221,100.133898
2222,100.1530373
2223,100.1721767
2224,100.191316
2225,100.2104554
2226,100.2295947
2227,100.2487341
2228,100.2678734
2229,100.2870128
2230,100.3061521
2231,100.3252915
2232,100.3444308
2233,100.3635702
2234,100.3827095
2235,100.4018489
2236,100.4209882
2237,100.4401276
2238,100.4592669
2239,100.4784063
2240,100.4975456
2241,100.516685
2242,100.5358243
2243,100.5549637
2244,100.574103
2245,100.5932424
2246,100.6123817
2247,100.6315211
2248,100.6506604
2249,100.6697998
2250,100.6889391
2251,100.7080785
2252,100.7272178
2253,100.7463572
2254,100.7654965
2255,100.7846359
2256,100.8037752
2257,100.8229146
2258,100.8420539
2259,100.8611933
2260,100.8803326
2261,100.899472
2262,100.9186113
2263,100.9377507
2264,100.95689
2265,100.9760294
2266,100.9951687
2267,101.0143081
2268,101.0334475
2269,101.0525868
2270,101.0717262
2271,101.0908655
2272,101.1100049
2273,101.1291442
2274,101.1482836
2275,101.1674229
2276,101.1865623
2277,101.2057016
2278,101.224841
2279,101.2439803
2280,101.2631197
2281,101.282259
2282,101.3013984
2283,101.3205377
2284,101.3396771
2285,101.3588164
2286,101.3779558
2287,101.3970951
2288,101.4162345
2289,101.4353738
2290,101.4545132
2291,101.4736525
2292,101.4927919
2293,101.5119312
2294,101.5310706
2295,101.5502099
2296,101.5693493
2297,101.5884886
2298,101.607628
2299,101.6267673
2300,101.6459067
2301,101.665046
2302,101.6841854
2303,101.7033247
2304,101.7224641
2305,101.7416034
2306,101.7607428
2307,101.7798821
2308,101.7990215
2309,101.8181608
2310,101.8373002
2311,101.8564395
2312,101.8755789
2313,101.8947182
2314,101.9138576
2315,101.9329969
2316,101.9521363
2317,101.9712756
2318,101.990415
2319,102.0095543
2320,102.0286937
2321,102.047833
2322,102.0669724
2323,102.0861118
2324,102.1052511
2325,102.1243905
2326,102.1435298
2327,102.1626692
2328,102.1818085
2329,102.2009479
2330,102.2200872
2331,102.2392266
2332,102.2583659
2333,102.2775053
2334,102.2966446
2335,102.315784
2336,102.3349233
2337,102.3540627
2338,102.373202
2339,102.3923414
2340,102.4114807
2341,102.4306201
2342,102.4497594
2343,102.4688988
2344,102.4880381
2345,102.5071775
2346,102.5263168
2347,102.5454562
2348,102.5645955
2349,102.5837349
2350,102.6028742
2351,102.6220136
2352,102.6411529
2353,102.6602923
2354,102.6794316
2355,102.698571
2356,102.7177103
2357,102.7368497
2358,102.755989
2359,102.7751284
2360,102.7942677
2361,102.8134071
2362,102.8325464
2363,102.8516858
2364,102.8708251
2365,102.8899645
2366,102.9091038
2367,102.9282432
2368,102.9473825
2369,102.9665219
2370,102.9856612
2371,103.0048006
2372,103.0239399
2373,103.0430793
2374,103.0622186
2375,103.081358
2376,103.1004973
2377,103.1196367
2378,103.138776
2379,103.1579154
2380,103.1770548
2381,103.1961941
2382,103.2153335
2383,103.2344728
2384,103.2536122
2385,103.2727515
2386,103.2918909
2387,103.3110302
2388,103.3301696
2389,103.3493089
2390,103.3684483
2391,103.3875876
2392,103.406727
2393,103.4258663
2394,103.4450057
2395,103.464145
2396,103.4832844
2397,103.5024237
2398,103.5215631
2399,103.5407024
2400,103.5598418
2401,103.5789811
2402,103.5981205
2403,103.6172598
2404,103.6363992
2405,103.6555385
2406,103.6746779
2407,103.6938172
2408,103.7129566
2409,103.7320959
2410,103.7512353
2411,103.7703746
2412,103.789514
2413,103.8086533
2414,103.8277927
2415,103.846932
2416,103.8660714
2417,103.8852107
2418,103.9043501
2419,103.9234894
2420,103.9426288
2421,103.9617681
2422,103.9809075
2423,104.0000468
2424,104.0191862
2425,104.0383255
2426,104.0574649
2427,104.0766042
2428,104.0957436
2429,104.1148829
2430,104.1340223
2431,104.1531616
2432,104.172301
2433,104.1914403
2434,104.2105797
2435,104.2297191
2436,104.2488584
2437,104.2679978
2438,104.2871371
2439,104.3062765
2440,104.3254158
2441,104.3445552
2442,104.3636945
2443,104.3828339
2444,104.4019732
2445,104.4211126
2446,104.4402519
2447,104.4593913
2448,104.4785306
2449,104.49767
2450,104.5168093
2451,104.5359487
2452,104.555088
2453,104.5742274
2454,104.5933667
2455,104.6125061
2456,104.6316454
2457,104.6507848
2458,104.6699241
2459,104.6890635
2460,104.7082028
2461,104.7273422
2462,104.7464815
2463,104.7656209
2464,104.7847602
2465,104.8038996
2466,104.8230389
2467,104.8421783
2468,104.8613176
2469,104.880457
2470,104.8995963
2471,104.9187357
2472,104.937875
2473,104.9570144
2474,104.9761537
2475,104.9952931
2476,105.0144324
2477,105.0335718
2478,105.0527111
2479,105.0718505
2480,105.0909898
2481,105.1101292
2482,105.1292685
2483,105.1484079
2484,105.1675472
2485,105.1866866
2486,105.2058259
2487,105.2249653
2488,105.2441046
2489,105.263244
2490,105.2823833
2491,105.3015227
2492,105.3206621
2493,105.3398014
2494,105.3589408
2495,105.3780801
2496,105.3972195
2497,105.4163588
2498,105.4354982
2499,105.4546375
2500,105.4737769
